entry_bar,exit_bar,dir,entry,exit,size,pnl_dollar,pnl_r,window,class
6934,6935,1,147803.3843,145531.177,4541144.916,-10318422562.688484,-1.000000,3,-1
6913,6942,1,134543.1192,148214.6133,3310262.868,45256239310.037514,5.000000,3,1
6944,6952,1,148651.9925,148651.9925,4013697.672,0.000000,0.000000,3,0
6943,6959,1,148924.0744,161043.3856,3909183.827,47376615398.324196,5.242316,3,1
6960,6977,1,160587.2427,160587.2427,3807999.644,0.000000,0.000000,3,0
6957,6987,1,154799.3702,154799.3702,3688969.815,0.000000,0.000000,3,0
7028,7033,1,163575.9723,160679.203,4357691.334,-12623226662.767361,-1.000000,4,-1
7109,7148,-1,136070.2914,123068.4979,1887397.506,24539552632.419834,5.000000,4,1
7127,7169,-1,133321.6072,121305.6428,2090700.403,25121781472.153786,5.118631,4,1
7169,7218,-1,119876.4793,98818.49304,4354879.531,91704993215.468796,8.847130,4,1
7190,7218,-1,113265.2273,98735.81434,6038785.713,87740011465.678757,6.422996,4,1
7232,7262,-1,94082.94902,85476.55252,10855155.11,93423769011.050598,5.000000,4,1
7237,7281,-1,91192.38221,79488.90927,10164356.75,118958274209.781296,6.366596,4,1
7269,7302,-1,82848.54156,75587.71828,14668184.67,106503096672.597626,5.000000,4,1
7302,7316,-1,75543.74275,68265.69751,16921749.04,123157255061.966995,5.000000,4,1
7304,7324,-1,74165.24789,66831.85069,18827248.13,138067688596.130585,5.000000,4,1
7331,7344,-1,64683.37602,64683.37602,27876404.85,-0.000000,-0.000000,4,0
7353,7365,-1,63915.66998,63915.66998,31464083.8,-0.000000,-0.000000,4,0
7317,7407,-1,68270.52102,62012.69529,20965451.39,131198141016.018341,4.223759,4,0
7407,7443,-1,62653.92335,57588.17927,34474536.81,174639180708.264404,5.000000,4,1
7410,7444,-1,61301.4576,56076.15621,36936992.86,193006920450.506927,5.000000,4,1
7444,7480,-1,56234.31998,49994.55415,34857884.88,217505038790.634644,5.001118,4,1
7445,7493,-1,55084.61518,48498.00699,37117339.89,244477374612.734863,5.000000,4,1
7493,7521,-1,48217.5884,41739.35371,61709903.97,399771240607.290527,7.270469,4,1
7499,7521,-1,46714.80421,41733.78403,70017640.44,348759280442.010986,5.640526,4,1
7528,7560,-1,40488.02682,36435.57012,102147713.5,413949185436.108582,5.000000,4,1
7537,7567,-1,39272.59494,35501.22593,109760987.2,413949185436.109131,5.000000,4,1
7561,7582,-1,36570.86791,33213.67358,140564419.2,471902071397.163635,5.000000,4,1
7569,7587,-1,35579.20086,32117.90175,153079795.1,529854957358.218994,5.000000,4,1
7583,7592,-1,32760.58588,32760.58588,191343486.2,-0.000000,-0.000000,4,0
7588,7592,-1,31993.6258,32607.62827,218273042,-134020188276.794281,-1.000000,4,-1
7640,7678,-1,32831.07678,28341.81398,82349331.14,369687789297.076965,7.094775,5,1
7645,7678,-1,31620.49092,28178.39098,75690784.68,260535246010.088715,5.000000,5,1
7727,7745,-1,28802.77063,24685.72953,278377199.4,1146090371450.480469,7.748363,5,1
7733,7745,-1,27380.60011,24381.48748,246596053.6,739569339968.224609,5.000000,5,1
7773,7776,-1,21973.92506,22444.39689,426619248.4,-200712339913.368225,-1.000000,5,-1
7752,7788,-1,23650.77203,20852.73555,358666410.7,1003561699566.843506,5.000000,5,1
7789,7815,-1,20591.33096,16922.59161,343694403.8,1260925183799.304199,7.061882,5,1
7786,7815,-1,21348.11702,16911.23913,155052079.5,687947143067.069824,8.815658,5,1
7818,7845,-1,16512.81306,13680.26131,490300921.1,1388802735679.622559,5.000000,5,1
7822,7864,-1,15797.43581,13007.97358,497874723,1388802735679.622559,5.000000,5,1
7864,7866,-1,12856.1186,13397.59551,584783986.5,-316647023734.953735,-1.000000,5,-1
7874,7904,-1,12285.87494,12285.87494,268456716.4,-0.000000,-0.000000,5,0
7923,7928,-1,11285.81864,11664.92491,457216629.1,-173333691834.702515,-1.000000,5,-1
7873,7963,-1,12533.24269,9970.577548,270552229.9,693334767338.809326,5.000000,5,1
7971,7998,-1,9540.056018,9540.056018,1363362941,-0.000000,-0.000000,5,0
7970,8020,-1,9629.741504,8562.826549,1354287564,1444909655134.080078,5.000000,5,1
8005,8024,-1,9194.0495,8378.950028,1994263790,1625523362025.839844,5.000000,5,1
8022,8025,-1,8459.599942,8459.599942,2543293863,-0.000000,-0.000000,5,0
8039,8042,-1,8123.499936,8123.499936,2898736015,-0.000000,-0.000000,5,0
8041,8042,-1,7921.976973,8088.163294,2690952749,-447199538263.997986,-1.000000,5,-1
8054,8090,-1,7994.573951,7222.833388,1126487247,869355902385.211426,5.000000,5,1
8058,8105,-1,7755.079292,6961.05202,1094869072,869355902385.210938,5.000000,5,1
8102,8106,-1,7002.660788,7002.660788,3529004903,-0.000000,-0.000000,5,0
8124,8141,-1,6595.460082,6595.460082,4159674042,-0.000000,-0.000000,5,0
8113,8151,-1,6835.278324,6187.69269,3732030612,2416809408630.888184,5.000000,5,1
8153,8181,-1,6082.702527,6082.702527,3673376156,-0.000000,-0.000000,5,0
8190,8192,-1,5965.622136,5965.622136,5338704398,-0.000000,-0.000000,5,0
8205,8206,-1,5675.94409,5783.576476,5119579387,-551032545167.841553,-1.000000,5,-1
8148,8238,-1,6244.138985,5550.737187,2927296015,2029792321039.620850,4.199322,5,0
8225,8267,-1,5802.517638,4923.072605,2015244249,1772296544486.898438,8.272426,5,1
8252,8288,-1,5422.778388,4751.789078,2207329571,1481094547230.629395,5.000000,5,1
8291,8308,-1,4700.663258,4158.497723,6303727599,3417663847301.711426,5.000000,5,1
8295,8313,-1,4550.661875,4015.810943,6389937167,3417663847301.712891,5.000000,5,1
8316,8343,-1,3901.081329,3901.081329,9079702908,-0.000000,-0.000000,6,0
8310,8389,-1,4058.246747,3043.69577,8548704568,8673096573572.677734,11.130380,6,1
8351,8389,-1,3792.33102,3033.274206,1.147234531e+10,8708161887896.611328,9.953073,6,1
8450,8461,-1,2644.49497,2703.249542,2.317431871e+10,-1361597181830.379150,-1.000000,6,-1
8410,8478,-1,2858.000973,2548.382749,2.198832427e+10,6807985909151.893555,5.000000,6,1
8479,8531,-1,2545.515457,2234.512405,1.947371328e+10,6056384264781.525391,5.000000,6,1
8480,8532,-1,2542.818616,2247.963043,2.054017227e+10,6056384264781.524414,5.000000,6,1
8550,8568,-1,2186.455281,1996.359307,4.874520857e+10,9266267925115.730469,5.000000,6,1
8570,8614,-1,1954.372461,1954.372461,4.615109544e+10,-0.000000,-0.000000,6,0
8568,8643,-1,2003.394022,2003.394022,4.176331304e+10,-0.000000,-0.000000,6,0
8813,8814,-1,1897.791828,1936.682227,5.432469598e+10,-2112709086926.393066,-1.000000,6,-1
8885,8892,-1,1622.490765,1622.490765,2.780505608e+10,-0.000000,-0.000000,6,0
8882,8893,-1,1652.271645,1652.271645,2.709005033e+10,-0.000000,-0.000000,6,0
8903,8915,-1,1598.834961,1598.834961,2.951494028e+10,-0.000000,-0.000000,6,0
8906,8915,-1,1543.186651,1584.997525,2.94691739e+10,-1232131939495.471680,-1.000000,6,-1
8997,9035,-1,1179.579381,1071.147888,3.724109094e+10,4038107076373.149414,5.000000,7,1
9036,9038,-1,1076.874883,1102.576963,6.636413854e+10,-1705696429060.022217,-1.000000,7,-1
8998,9042,-1,1168.952325,1057.946275,3.637736034e+10,4038107076373.147461,5.000000,7,1
9045,9071,-1,1055.644046,1055.644046,6.77919464e+10,-0.000000,-0.000000,7,0
9081,9091,-1,1022.67016,1022.67016,9.664808053e+10,-0.000000,-0.000000,7,0
9088,9091,-1,995.443661,1014.372147,1.044819563e+11,-1977685231004.807129,-1.000000,7,-1
9103,9143,-1,962.316232,850.2814738,3.823907657e+10,4284105695963.310059,5.000000,7,1
9104,9144,-1,951.3901978,838.5828602,3.797719002e+10,4284105695963.312988,5.000000,7,1
9154,9171,-1,802.9799064,802.9799064,1.397882235e+11,-0.000000,-0.000000,7,0
9179,9179,-1,780.9483041,794.6335712,1.74053072e+11,-2381962766955.592285,-1.000000,7,-1
9144,9224,-1,836.8376802,648.7478978,9.017857836e+10,16961669178380.917969,9.373127,7,1
9190,9224,-1,762.5859208,649.4186592,4.404758735e+10,4984744839313.387695,5.382471,7,1
9231,9295,-1,614.2172057,525.4524546,1.650298889e+11,14648837009881.429688,5.000000,7,1
9239,9311,-1,582.7612695,487.0649571,1.913502254e+11,18311510937242.304688,6.250159,7,1
9304,9319,-1,513.3487801,457.354904,2.982410818e+11,16699674191264.832031,5.000000,7,1
9321,9350,-1,450.2955474,450.2955474,3.058623629e+11,-0.000000,-0.000000,7,0
9318,9361,-1,461.2837091,461.2837091,2.762225892e+11,-0.000000,-0.000000,7,0
9367,9369,-1,421.8400433,436.0248691,3.045682809e+11,-4320248021851.158691,-1.000000,7,-1
9378,9409,-1,404.7012619,322.0817758,1.016535269e+11,8398562154478.664062,5.000000,7,1
9383,9439,-1,388.4236501,309.3800334,1.062522505e+11,8398562154478.664062,5.000000,7,1
9434,9444,-1,316.5979565,328.0550186,3.096389476e+11,-3547552654051.780762,-1.000000,7,-1
9456,9459,-1,310.5737944,310.5737944,1.589756649e+11,-0.000000,-0.000000,7,0
9455,9461,-1,319.8354393,319.8354393,1.751563284e+11,-0.000000,-0.000000,7,0
9473,9486,-1,287.3696405,237.533094,2.751155169e+11,13710807250730.068359,5.000000,7,1
9469,9506,-1,298.8185858,226.3755218,2.446387318e+11,17722379293417.148438,6.462923,7,1
9487,9514,-1,232.8917455,232.8917455,3.929079768e+11,-0.000000,-0.000000,7,0
9521,9526,-1,223.70311,223.70311,1.206551436e+12,-0.000000,-0.000000,7,0
9522,9526,-1,218.7216803,223.7147575,1.091591053e+12,-5450398306812.802734,-1.000000,7,-1
9545,9593,-1,206.6461251,184.9626854,4.886482242e+11,10595574308444.101562,5.000000,7,1
9541,9600,-1,211.1957755,183.0104432,4.797130888e+11,13520872819848.171875,6.380434,7,1
9594,9601,-1,183.312733,183.312733,1.060715971e+12,-0.000000,-0.000000,7,0
9617,9623,-1,171.8589746,171.8589746,1.566054321e+12,-0.000000,-0.000000,7,0
9663,9683,-1,167.5834256,152.0387063,1.921246548e+12,29865238369071.144531,5.000000,8,1
9684,9687,-1,151.8389038,154.9620779,2.180241642e+12,-6809274348148.196289,-1.000000,8,-1
9666,9697,-1,162.5906331,162.5906331,1.7693702e+12,-0.000000,-0.000000,8,0
9713,9749,-1,154.187067,135.6033626,8.903788129e+11,16546536666000.187500,5.000000,8,1
9710,9760,-1,157.7828782,133.9026651,8.643860316e+11,20641722650031.027344,6.237475,8,1
9750,9760,-1,135.0712028,135.0712028,2.019361751e+12,-0.000000,-0.000000,8,0
9778,9793,-1,127.2369069,115.9400206,3.390264233e+12,38299429636244.757812,5.000000,8,1
9786,9794,-1,123.8246168,113.8787279,3.850779973e+12,38299429636244.781250,5.000000,8,1
9799,9838,-1,111.942257,96.35052657,4.323938553e+12,67417684450550.335938,6.876090,8,1
9794,9841,-1,114.3324884,96.51510094,3.489230678e+12,62168974963571.945312,7.119452,8,1
9849,9867,-1,93.85013102,85.32564025,7.879110204e+12,67165402252370.367188,5.000000,8,1
9868,9868,-1,85.08748104,86.66313274,9.718970087e+12,-15313711713540.435547,-1.000000,8,-1
9859,9871,-1,89.8481061,89.8481061,8.202684348e+12,-0.000000,-0.000000,8,0
9929,9932,-1,86.01606857,86.01606857,5.85720007e+12,-0.000000,-0.000000,8,0
9939,9946,-1,83.55505002,83.55505002,5.822218813e+12,-0.000000,-0.000000,8,0
9926,9951,-1,87.23291682,80.65919025,5.660764727e+12,37212319463903.273438,5.000000,8,1
9969,9974,-1,75.96277208,75.96277208,9.534899255e+12,-0.000000,-0.000000,8,0
9960,9981,-1,77.84621558,77.84621558,8.1206149e+12,-0.000000,-0.000000,8,0
10007,10009,-1,71.62897697,73.14664125,1.049433194e+13,-15926872730550.615234,-1.000000,8,-1
9998,10046,-1,74.19816563,66.73075132,1.066424873e+13,79634363652753.015625,5.000000,8,1
10032,10088,-1,67.89891062,59.12387754,3.528401583e+12,30961840588190.386719,5.000000,8,1
10050,10097,-1,65.13770545,55.58754891,1.028785078e+13,98250585368834.609375,6.934416,8,1
10089,10116,-1,58.39418648,51.77844072,1.40404534e+13,92888070064208.046875,5.000000,8,1
10115,10135,-1,52.47084049,46.89864757,1.913845297e+13,106643152015844.859375,5.000000,8,1
10117,10142,-1,51.25547319,45.43246725,2.054737417e+13,119647481824834.062500,5.000000,8,1
10136,10168,-1,46.57597987,39.95934063,2.815201323e+13,186271715268564.625000,6.920610,8,1
10143,10168,-1,44.89805235,39.89730542,3.489012067e+13,174476664141435.031250,5.764844,8,1
10243,10245,-1,37.21690795,37.99193263,5.208426284e+13,-40366588735985.757812,-1.000000,8,-1
10257,10280,-1,36.0145661,36.0145661,1.915610569e+13,-0.000000,-0.000000,8,0
10255,10301,-1,36.96477611,33.10817341,2.034761023e+13,78472648502756.453125,5.000000,9,1
10312,10372,-1,32.74067543,28.67213173,4.79923218e+13,195258858335395.593750,5.890722,9,1
10293,10373,-1,33.59937009,28.65935368,2.307298098e+13,113980904552162.250000,5.809969,9,1
10397,10398,-1,30.60132859,31.1873281,8.548176528e+13,-50092271770307.062500,-1.000000,9,-1
10438,10440,1,36.13282008,36.13282008,2.676759214e+13,0.000000,0.000000,9,0
10440,10440,1,36.87007597,36.12772703,2.623547269e+13,-19475875264295.433594,-1.000000,9,-1
10971,10971,1,135.8982312,133.8476965,9.391572593e+12,-19257745461335.144531,-1.000000,10,-1
10978,11019,1,139.1718934,154.1396245,6.361037162e+12,95210293560841.546875,5.000000,10,1
10979,11020,1,138.9501811,153.3082099,6.679827655e+12,95909157275036.796875,5.036701,10,1
11020,11068,1,153.9123367,170.0602027,1.245267575e+13,201084140000497.343750,5.000000,10,1
11022,11069,1,156.3287514,173.9370551,1.503736313e+13,264782457019126.750000,5.000000,10,1
11069,11103,1,174.6617928,193.4226396,1.561412657e+13,292934236619196.250000,5.000000,10,1
11090,11104,1,180.9777207,199.4057707,1.790768854e+13,330003780601874.000000,5.000000,10,1
11113,11117,1,206.4285256,206.4285256,1.89502947e+13,0.000000,0.000000,10,0
11131,11149,1,219.2816131,240.0288255,2.010945355e+13,417215103012823.937500,5.000000,10,1
11104,11162,1,198.5852796,248.3851744,1.426202926e+13,710247556194032.875000,9.571693,10,1
11152,11171,1,242.4017166,265.5865853,2.051446676e+13,475625217434619.687500,5.000000,10,1
11169,11184,1,257.2285462,288.5466323,2.55127272e+13,799009787394841.625000,6.947188,10,1
11185,11185,1,291.0801789,284.3823684,2.250015201e+13,-150701755195582.062500,-1.000000,10,-1
11172,11186,1,266.5341031,292.1697546,2.502949477e+13,641647405742630.000000,5.000000,10,1
11199,11234,1,294.2911616,329.1620288,1.886368152e+13,657792933643596.500000,5.000000,10,1
11198,11240,1,294.0098445,341.692066,1.78214265e+13,849765207383294.000000,6.459215,10,1
11235,11253,1,332.7807573,374.3631614,2.649590754e+13,1101763533308434.375000,6.024963,10,1
11243,11260,1,347.7613353,384.077391,2.845296071e+13,1033299306798259.875000,5.000000,10,1
11254,11293,1,374.8838707,415.261786,2.941078541e+13,1187546201461440.500000,5.000000,10,1
11270,11297,1,402.7524795,402.7524795,3.468127385e+13,0.000000,0.000000,10,0
11314,11317,1,420.1565885,411.6857239,3.537925912e+13,-299692914523559.687500,-1.000000,10,-1
11329,11381,1,424.3620285,471.9682206,1.27370174e+13,606360896755252.750000,5.203894,10,1
11336,11391,1,441.5620016,497.4987707,1.041538571e+13,582603025833800.125000,5.000000,10,1
11388,11399,1,485.6922688,546.9749931,3.105414474e+13,1903082591389174.250000,7.716544,10,1
11392,11449,1,520.2110965,579.9409836,2.7171699e+13,1622962513746968.750000,5.000000,10,1
11451,11452,1,590.362107,580.5405478,4.310127919e+13,-423321765693205.500000,-1.000000,10,-1
11436,11479,1,551.816935,620.5527252,3.010561739e+13,2069333401328154.500000,5.476183,10,1
11474,11490,1,610.0122876,680.5125728,1.19837419e+13,844857221586935.000000,5.133180,10,1
11486,11503,1,656.4762877,739.8949713,2.250863098e+13,1877640365963936.500000,5.000000,10,1
11491,11506,1,679.918289,779.2534405,2.711335702e+13,2693309429132276.000000,5.462370,10,1
11504,11530,1,763.5249622,857.9327872,2.88980296e+13,2728200119712041.000000,5.000000,10,1
11507,11533,1,781.0931747,915.5286671,2.992794916e+13,4023378583128844.000000,6.478321,10,1
11531,11536,1,908.2214575,884.9733207,2.999992208e+13,-697442291310050.250000,-1.000000,10,-1
11549,11554,1,938.9538377,938.9538377,1.022293775e+13,0.000000,0.000000,10,0
11548,11576,1,928.8862407,1083.545369,1.022336688e+13,1581137014961951.750000,5.000000,10,1
11577,11578,1,1081.007383,1047.842219,2.013776531e+13,-667872275119928.125000,-1.000000,10,-1
11560,11593,1,1010.939598,1176.585132,1.193163024e+13,1976421268702439.250000,5.000000,10,1
11586,11622,1,1102.362931,1296.185457,8.42151775e+12,1632279840393104.000000,5.000000,11,1
11615,11648,1,1279.895041,1437.599999,2.210405365e+13,3485918862880880.500000,5.000000,11,1
11626,11650,1,1331.108641,1456.73604,3.650412086e+13,4585917756256135.000000,5.000000,11,1
11658,11658,1,1494.077267,1469.583937,4.667372642e+13,-1143194976587061.000000,-1.000000,11,-1
11671,11698,1,1505.442784,1673.365181,1.323451231e+13,2222371034485251.250000,5.000000,11,1
11677,11702,1,1556.177177,1717.687894,1.375989826e+13,2222371034485252.000000,5.000000,11,1
11701,11704,1,1710.973661,1677.909233,2.839091971e+13,-938729524966567.250000,-1.000000,11,-1
11713,11727,1,1728.054296,1885.973583,1.531610093e+13,2418707736949472.500000,5.000000,11,1
11714,11729,1,1728.793716,1880.888333,1.590265179e+13,2418707736949473.500000,5.000000,11,1
11731,11747,1,1903.332291,2055.566995,4.416869053e+13,6724007508719538.000000,5.000000,11,1
11734,11752,1,1953.737863,2127.830144,3.900035588e+13,6789660933764364.000000,5.048820,11,1
11753,11759,1,2133.651307,2133.651307,4.539634339e+13,0.000000,0.000000,11,0
11748,11795,1,2089.473767,2276.275142,4.103486135e+13,7665368559940275.000000,5.000000,11,1
11783,11800,1,2175.054669,2323.745939,5.794503682e+13,8615921090667286.000000,5.000000,11,1
11802,11806,1,2344.885259,2344.885259,6.176632586e+13,0.000000,0.000000,11,0
11800,11821,1,2315.898492,2492.313019,5.492219299e+13,9689072689058904.000000,5.000000,11,1
11818,11821,1,2430.288328,2430.288328,6.363398255e+13,0.000000,0.000000,11,0
11832,11836,1,2540.093604,2490.093027,4.900652207e+13,-2450354363644112.500000,-1.000000,11,-1
11829,11837,1,2475.131515,2475.131515,5.12499585e+13,0.000000,0.000000,11,0
11843,11846,1,2605.173484,2548.623806,2.105886832e+13,-1190872220731040.500000,-1.000000,11,-1
12302,12303,1,8231.418406,8016.711565,4.375081869e+12,-939360007712644.625000,-1.000000,12,-1
12315,12315,1,8378.72346,8165.895342,4.364269076e+12,-928839175626264.750000,-1.000000,12,-1
12357,12364,1,8298.637185,8076.573842,4.135919786e+12,-918436176859248.750000,-1.000000,12,-1
12474,12512,-1,7354.904774,6363.82907,4.581636341e+12,4540748458392127.000000,5.000000,12,1
12478,12526,-1,7119.915766,6204.157957,4.958459993e+12,4540748458392125.000000,5.000000,12,1
12514,12542,-1,6275.457744,5652.879956,1.540379518e+13,9590060744124170.000000,5.000000,12,1
12535,12545,-1,6005.78227,6005.78227,2.627112137e+13,-0.000000,-0.000000,12,0
12561,12587,-1,5824.97585,5239.350321,2.384781489e+13,13965889218507500.000000,5.000000,12,1
12588,12594,-1,5205.546761,5321.626709,2.743129004e+13,-3184222741819701.000000,-1.000000,12,-1
12602,12616,-1,5175.051391,4767.132711,1.517490939e+13,6190129010097524.000000,5.000000,12,1
12563,12639,-1,5654.663778,4181.872848,2.156220511e+13,31756620128725976.000000,11.369351,12,1
12623,12652,-1,4513.560736,3991.963278,2.506444822e+13,13073552469325958.000000,5.000000,12,1
12647,12683,-1,4023.740627,3596.629957,4.867091568e+13,20787867404679084.000000,5.000000,12,1
12669,12690,-1,3759.03692,3374.105397,5.875893092e+13,22618164750384708.000000,5.000000,12,1
12686,12697,-1,3473.917836,3123.55203,7.286232216e+13,25528466187039780.000000,5.000000,12,1
12691,12700,-1,3361.38835,3361.38835,8.768612074e+13,-0.000000,-0.000000,12,0
12698,12700,-1,3116.866174,3185.966814,9.339709331e+13,-6453798903655822.000000,-1.000000,12,-1
12708,12737,-1,3189.402355,2745.545967,2.843679925e+13,12621855011335828.000000,5.030157,12,1
12727,12754,-1,2973.942343,2641.028619,3.842797059e+13,12793198789409294.000000,5.098442,12,1
12761,12785,-1,2529.835388,2243.260514,1.218654299e+14,34923570203871740.000000,5.000000,12,1
12768,12803,-1,2377.165393,2049.271323,1.065086972e+14,34923570203871736.000000,5.000000,12,1
12789,12850,-1,2129.940744,1829.377958,1.324610761e+14,39812870032413768.000000,5.000000,12,1
12806,12866,-1,1992.486327,1766.200684,1.975475301e+14,44702169860955800.000000,5.000000,12,1
12851,12881,-1,1816.69177,1622.060799,2.583143451e+14,50275971665493720.000000,5.000000,12,1
12868,12914,-1,1715.840057,1526.969568,2.993282623e+14,56534275446027520.000000,5.000000,12,1
12882,12940,-1,1608.42381,1608.42381,3.90036294e+14,-0.000000,-0.000000,13,0
12972,12981,-1,1502.654452,1502.654452,4.158842035e+14,-0.000000,-0.000000,13,0
12969,13000,-1,1552.595004,1388.8425,4.365594921e+14,71487710041640464.000000,5.000000,13,1
12995,13029,-1,1443.356293,1304.038786,5.131279763e+14,71487710041640512.000000,5.000000,13,1
13001,13037,-1,1385.959859,1236.871806,5.466299154e+14,81495989447470208.000000,5.000000,13,1
13030,13089,-1,1287.473548,1116.714579,7.233295534e+14,123515009425806112.000000,6.749139,13,1
13051,13092,-1,1195.243303,1195.243303,9.229321277e+14,-0.000000,-0.000000,13,0
13134,13153,-1,1111.475004,1111.475004,9.378648284e+14,-0.000000,-0.000000,13,0
13131,13154,-1,1139.80282,1139.80282,9.439254559e+14,-0.000000,-0.000000,13,0
13166,13188,-1,1092.497604,1092.497604,6.963795148e+14,-0.000000,-0.000000,13,0
13195,13222,-1,1046.022833,914.630681,9.835037537e+14,129224675036538192.000000,5.375143,13,1
13203,13246,-1,1008.911129,851.7338392,9.407801362e+14,147869272066035168.000000,6.150671,13,1
13253,13261,-1,803.6055277,830.1576996,1.197634316e+15,-31799792257983792.000000,-1.000000,13,-1
13243,13267,-1,845.2319823,845.2319823,8.464881316e+14,-0.000000,-0.000000,13,0
13398,13419,1,1072.720884,1150.287638,1.004176487e+15,77890710414950720.000000,5.039937,13,1
13402,13425,1,1090.810007,1174.035475,9.284837545e+14,77273495186900640.000000,5.000000,13,1
13436,13474,1,1239.633956,1239.633956,1.636531748e+15,0.000000,0.000000,13,0
13433,13494,1,1214.03639,1318.912173,1.680750077e+15,176269979158060288.000000,5.000000,13,1
13495,13508,1,1328.923565,1442.642066,1.767063182e+15,200947776240188672.000000,5.000000,13,1
13493,13511,1,1310.018263,1444.573651,1.593150992e+15,214367048571913312.000000,6.080645,13,1
13521,13530,1,1487.456809,1487.456809,1.988746094e+15,0.000000,0.000000,13,0
13509,13535,1,1440.474063,1586.330591,2.043906079e+15,298117043927991104.000000,6.506819,13,1
13534,13548,1,1574.590963,1775.296603,1.29090469e+15,259091851713882848.000000,5.000000,13,1
13538,13556,1,1637.66952,1858.640736,1.361391056e+15,300828237863801728.000000,5.000000,13,1
13552,13591,1,1809.211208,2039.99776,1.460661785e+15,337101097103745408.000000,5.000000,14,1
13557,13624,1,1867.425992,2092.126863,1.816614843e+15,408194935925790784.000000,5.382075,14,1
13622,13624,1,2087.265638,2087.265638,2.652709334e+15,0.000000,0.000000,14,0
13625,13628,1,2151.53899,2108.572617,2.250869511e+15,-96711699005762720.000000,-1.000000,14,-1
13671,13685,1,2389.041359,2389.041359,7.492317827e+14,0.000000,0.000000,14,0
13635,13725,1,2296.40478,2734.51655,6.659689001e+14,291768813676079360.000000,7.759498,14,1
13699,13728,1,2513.495455,2771.619215,9.104525258e+14,235009428584002976.000000,5.000000,14,1
13734,13736,1,2888.513874,2888.513874,2.199321077e+15,0.000000,0.000000,14,0
13739,13744,1,2960.247849,2902.21303,1.873936453e+15,-108753562216883600.000000,-1.000000,14,-1
13730,13750,1,2819.692861,3055.774328,2.303305799e+15,543767811084416960.000000,5.000000,14,1
13751,13752,1,3050.548532,2989.831782,1.593418091e+15,-96747168948139248.000000,-1.000000,14,-1
13766,13786,1,3144.645569,3487.612509,6.894252873e+14,236450080909252928.000000,5.000000,14,1
13767,13788,1,3180.625724,3525.631611,6.853508581e+14,236450080909253120.000000,5.000000,14,1
13796,13825,1,3626.049765,3999.839601,1.758558317e+15,657331224927723520.000000,5.000000,14,1
13787,13829,1,3490.800266,3986.877139,1.413299244e+15,701105069311513856.000000,7.019719,14,1
13844,13867,1,4076.656491,4408.583107,2.553312282e+15,847512306121217664.000000,5.000000,14,1
13848,13878,1,4137.106158,4456.753715,2.651396157e+15,847512306121217536.000000,5.000000,14,1
13881,13892,1,4510.747507,4946.434906,2.489894712e+15,1084815751835157504.000000,5.000000,14,1
13885,13896,1,4649.15138,5121.907365,2.29466318e+15,1084815751835157760.000000,5.000000,14,1
13920,13935,1,5265.249473,5738.835768,2.932019314e+15,1388564162349001728.000000,5.000000,14,1
13894,13943,1,5029.284877,5884.871959,1.994129909e+15,1706151789372530432.000000,6.898058,14,1
13948,13963,1,6207.950755,6207.950755,2.672729386e+15,0.000000,0.000000,14,0
13936,14026,1,5786.799269,6008.527335,2.48263296e+15,550469404629022656.000000,1.738731,14,0
14166,14169,1,6329.812957,6170.316144,2.381101009e+15,-379778022447616896.000000,-1.000000,14,-1
14177,14218,1,6381.336891,7029.608001,1.138857593e+15,738288475638165248.000000,5.000000,14,1
14219,14219,1,7010.906106,6878.382454,2.353187887e+15,-311853052109561280.000000,-1.000000,14,-1
14159,14226,1,6128.694986,7068.801646,2.019866672e+15,1898890112238078976.000000,5.000000,14,1
14259,14265,1,6959.227314,6959.227314,2.574411357e+15,0.000000,0.000000,15,0
14258,14266,1,6997.571307,6997.571307,2.52143358e+15,0.000000,0.000000,15,0
14278,14297,1,7350.831977,7350.831977,3.35722409e+15,0.000000,0.000000,15,0
14275,14333,1,7200.835305,8702.062832,3.64270934e+15,5468535534510476288.000000,12.592961,15,1
14313,14333,1,7656.36719,8666.796671,2.560578833e+15,2587284340294647296.000000,5.958007,15,1
14351,14367,1,9078.685808,9078.685808,3.810343981e+15,0.000000,0.000000,15,0
14334,14387,1,8614.801599,9804.144319,3.143894948e+15,3739168568747196416.000000,5.666984,15,1
14379,14388,1,9537.740839,10757.04222,3.310380164e+15,4036351112911491584.000000,6.117386,15,1
14389,14403,1,11087.55178,11087.55178,2.683559595e+15,0.000000,0.000000,15,0
14388,14406,1,10755.12313,10755.12313,2.544552911e+15,0.000000,0.000000,15,0
14437,14443,1,11910.96446,11910.96446,3.323031432e+15,0.000000,0.000000,15,0
14453,14466,1,12719.54401,14078.47308,3.228758895e+15,4387654302007680512.000000,5.000000,15,1
14414,14479,1,11044.72427,14432.16025,3.46823469e+15,11748422965856618496.000000,13.388045,15,1
14467,14490,1,14032.36998,15312.00971,4.029563449e+15,5156389457298658304.000000,5.154404,15,1
14487,14494,1,14985.631,14985.631,4.699033586e+15,0.000000,0.000000,15,0
14491,14494,1,15315.79015,15004.97899,4.74152836e+15,-1473719928706099456.000000,-1.000000,15,-1
14508,14525,1,15554.27434,16965.60995,2.029929321e+15,2864911541404661248.000000,5.000000,15,1
14509,14532,1,15883.80841,15883.80841,1.801932073e+15,0.000000,0.000000,15,0
14543,14553,1,16733.27873,16733.27873,3.742170228e+15,0.000000,0.000000,15,0
